best_model_by_f1,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,positive_rate_test
logistic_regression_balanced,0.8365883279721656,0.8615664155945736,0.6839603670798142,0.9344155844155844,0.7898081104473201,0.9373953935803148,0.8570298512755319,0.3285629882491958
