metric,value
total_records,500000.0
closed_response_records,487454.0
avg_response_hours,469.8801404776427
median_response_hours,7.616666666666666
p90_response_hours,478.21119444444446
resolved_within_24h_rate,0.5893622782867717
resolved_within_48h_rate,0.6714377151485064
delay_24h_rate,0.4106377217132283
delay_48h_rate,0.3285622848514937
repeat_proxy_rate,0.523562
